,nombreestablecimiento,Primary,Secondary,Middle,Preschool,Childcare,bilingual,public,lat,lon
555,COLEGIO FABIO LOZANO SIMONELLI (IED),True,True,True,True,False,False,True,4.5896487,-74.0707917
556,JARD INF CHARLIE BROWN,False,False,False,True,False,False,False,4.739385,-74.0472935
557,GIMN INTEGRAL MODERNO                                                                               ,True,True,False,True,False,True,False,4.674546299999999,-74.14090159999999
558,COL EL CASTILLO MAGICO                                                                              ,True,False,False,True,False,True,False,4.7430292,-74.09518039999999
559,COLEGIO CARLOS ARANGO VELEZ (IED),True,True,True,True,False,False,True,4.6143543,-74.1388972
560,COL PARROQ SAN PEDRO CLAVER                                                                         ,True,True,True,True,False,False,False,4.6722044,-74.1440377
561,INST EDUC DIST EDUARDO UMAÑA MENDOZA,True,True,True,True,False,False,True,4.4901738,-74.1135773
562,GIMN INF NUEVO VIVIR                                                                                ,False,False,False,True,False,True,False,4.6775658,-74.0909777
563,COLEGIO EL SALITRE - SUBA (IED),True,True,True,True,False,False,True,4.7436352,-74.04620299999999
564,CENTRO DE EDUCACION ESPECIAL REHABILITACION Y CAPACITACION RENACER,True,True,True,True,False,False,False,4.6221469,-74.0744844
565,COL PSICOPEDAG EL FUTURO DE VILLA DEL RIO                                                           ,True,True,True,True,False,True,False,4.601727599999999,-74.1552225
566,LIC GLOBERTH MIXTO                                                                                  ,True,True,True,True,False,False,False,4.7193801,-74.0890379
567,COLEGIO SAN JOSE (IED),True,True,True,True,False,False,True,4.571337499999999,-74.0951473
568,GIMNASIO SAN ANGELO                                                                              ,False,False,False,True,False,False,False,4.723902499999999,-74.0454345
569,INST CERROS DEL SUR ICES                                                                            ,True,True,True,True,False,True,False,4.5681885,-74.17114219999999
570,COL RICHARD WAGNER                                                                                  ,True,True,True,False,False,False,False,4.7200336,-74.04738530000002
571,LIC  EUCARISTICO MIXTO                                                                              ,True,True,True,True,False,True,False,4.6400719,-74.16569299999999
572,COL PARROQ CONFRATERNIDAD DE LA DOCTRINA CRISTIANA,True,True,True,True,False,False,False,4.6024155,-74.10673
573,JARD INF MI NUEVO MUNDO,True,False,False,True,False,False,False,4.5570203,-74.121218
574,COL RAFAEL GOBERNA II SEDE                                                                          ,True,True,True,True,False,True,False,4.646088799999999,-74.17257280000001
575,LIC DE LA UNIVERSIDAD CATOLICA                                                                      ,True,True,True,True,False,False,False,4.634239,-74.0686118
576,COL NUEVO SAN ANDRES                                                                                ,True,True,False,True,False,False,False,4.5014897,-74.1062793
577,COLEGIO O.E.A (IED),True,True,True,True,False,False,True,4.6178098,-74.1413145
578,GIMN INF VILLA LORENA                                                                               ,True,False,False,True,False,True,False,4.6929058,-74.1048434
579,GUARDERIA Y JARD  INF LOS PILOSITOS,False,False,False,True,False,False,False,4.7499746,-74.1020618
580,INST PSICOPEDAG EL CALPULLI                                                                         ,True,False,False,True,False,False,False,4.688196,-74.1557985
581,JARD INF SAMORE,False,False,False,True,False,False,True,4.5870172,-74.1251185
582,GIMNASIO AMIGUITOS DEL MUNDO,False,False,False,True,False,False,False,4.593814699999999,-74.11506229999999
583,JARDIN INFANTIL GOTITAS DE AMOR,False,False,False,True,False,False,False,4.709554799999999,-74.0542584
584,INST ACAD LA PAZ,True,False,False,True,False,False,False,4.6121834,-74.2035245
585,LIC SAN AGUSTIN                                                                                     ,True,False,False,True,False,True,False,4.696610199999999,-74.03356339999999
586,LIC CAMPO DAVID                                                                                     ,True,True,True,True,False,True,False,4.5736304,-74.1261083
587,COL MAYOR DE GALES                                                                                  ,True,True,True,True,False,True,False,4.7106427,-74.1139815
588,COLEGIO SORRENTO (IED),True,True,True,True,False,False,True,4.6628829,-74.06336790000002
589,LICEO CRISTIANO SINAÍ,True,False,False,True,False,False,False,4.6163768,-74.1651215
590,JARD INF PREESC CIUDAD MONTES                                                                       ,True,True,True,True,False,False,False,4.6048391,-74.1137267
591,JARD INF SAINT GREGORY                                                                              ,False,False,False,True,False,True,False,4.6992452,-74.0637679
592,COL PROVINMA                                                                                        ,True,True,True,True,False,False,False,4.723927499999999,-74.0346024
593,JARD INF LOS PRINCIPES DEL CONDADO                                                                  ,True,False,False,True,False,True,False,4.4860637,-74.10144559999999
594,COL FILADELFIA PARA SORDOS                                                                          ,True,True,True,True,False,False,False,4.6466429,-74.0667532
595,GIMN NUEVO MODELIA                                                                                  ,True,True,True,True,False,True,False,4.6658551,-74.1161686
596,JARDÍN INFANTIL  MI REFUGIO DE ALEGRÍA,False,False,False,True,False,False,False,4.6650866,-74.1277374
597,GIMN LOS ANGELES                                                                                    ,True,True,True,False,False,False,False,4.6753542,-74.1386582
598,COL BILING MICHELINES SCHOOL                                                                        ,True,True,False,True,False,True,False,4.689948999999999,-74.0437639
599,INSTITUCION EDUCATIVA TULIO OSPINA,False,True,True,False,False,False,False,4.6085496,-74.0696535
600,GIMN SALEM                                                                                          ,True,False,False,True,False,True,False,4.6898011,-74.1044404
601,LIC PSICOPEDAG LA ESMERALDA                                                                         ,True,False,False,True,False,True,False,4.6305339,-74.0609733
602,EL JARD INF EL PORTAL DE ASTURIAS                                                                   ,False,False,False,True,False,True,False,4.5831114,-74.1018678
603,GIMN LATINOAMERICANO                                                                                ,True,False,False,False,False,False,False,4.7519617,-74.11737529999999
604,INST LABERINTO DE LA CULTURA                                                                        ,True,True,True,True,False,False,False,4.6219507,-74.2002365
605,MARIA BELEN DE SAN JOSE,True,False,False,True,False,False,False,4.5766876,-74.13066839999999
606,COLEGIO EL MINUTO DE  BUENOS AIRES (IED),True,True,True,True,False,False,True,4.5394295,-74.1401218
607,CONNIE´S GARDEN                                                                                     ,False,False,False,True,False,True,False,4.6958553,-74.0822014
608,GIMN LAS ALEGRIAS DE CRECER                                                                         ,True,False,False,True,False,True,False,4.6258976,-74.1436427
609,COLEGIO MARIO LUIS RODRIGUEZ COBOS,True,True,True,False,False,False,False,4.6085012,-74.0693374
610,COL SAN FELIPE NERI                                                                                 ,True,True,True,True,False,False,False,4.6638256,-74.0704713
611,COLEGIO NUEVA GENERACIÓN ALTAMIRA - CONGA,True,True,True,True,False,False,False,4.5339775,-74.09062519999999
612,INST SAN RICARDO PAMPURI                                                                            ,True,True,True,True,False,False,False,4.6245582,-74.1715832
613,COL ALVERNIA                                                                                        ,True,True,True,True,False,False,False,4.7486992,-74.0727842
614,COLEGIO LOS TEJARES (IED),True,True,True,True,False,False,True,4.5130423,-74.10895959999999
615,COL FUND SAN MARTIN                                                                                 ,False,False,True,False,False,False,False,4.6679641,-74.0584882
616,LIC CAMPESTRE CAFAM,True,True,True,True,False,False,False,4.577626299999999,-74.1430578
617,GIMN GARDER                                                                                         ,True,True,False,True,False,False,False,4.5656166,-74.0853757
618,JARD INF MELODIAS ENCANTADAS                                                                        ,False,False,False,True,False,True,False,4.7068612,-74.0550229
619,COLEGIO RODRIGO ARENAS BETANCOURT  (IED),True,True,True,True,False,False,True,4.7343286,-74.0924034
620,LICEO BIRMINGHAM,True,True,True,False,False,False,False,4.6213063,-74.15088
621,LIC TEC MICROEMPRESARIAL FEYSER GORDILLO ROJAS                                                      ,False,True,True,False,False,False,False,4.5569548,-74.11149879999999
622,JARD INF PEQUEÑAS MARAVILLAS                                                                        ,False,False,False,True,False,False,False,4.5814669,-74.0863541
623,COLEGIO JORGE ELIECER GAITAN  (IED),True,True,True,True,False,False,True,4.6654504,-74.081696
624,COL NEIL ARMSTRONG                                                                                  ,True,True,True,True,False,True,False,4.710988599999999,-74.072092
626,COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED),True,True,True,True,False,False,True,4.6190187,-74.18248799999999
627,JARD INF MERCEDITAS                                                                                 ,False,False,False,True,False,True,False,4.6320937,-74.07225389999999
628,COL COLOMBO GALES                                                                                   ,True,True,True,True,False,True,False,4.8102277,-74.0462714
629,JARD INF LOCAS CABECITAS                                                                            ,False,False,False,True,False,True,False,4.6302606,-74.064748
630,COLEGIO JOSE MARIA VARGAS VILA (IED),True,True,True,True,False,False,True,4.5172113,-74.1112318
631,COLEGIO LOS ALPES (IED),True,True,True,True,False,False,True,4.552144999999999,-74.0825708
632,LIC SAN BASILIO MAGNO                                                                               ,True,True,True,True,False,True,False,4.7188072,-74.1129167
633,COL PASOS FIRMES                                                                                    ,True,False,False,True,False,True,False,4.7510904,-74.09729410000001
634,COL LATINOAMERICA                                                                                   ,True,False,False,True,False,True,False,4.5468186,-74.1009363
635,COLEGIO ATENAS (IED),True,True,True,True,False,False,True,4.6068148,-74.1329255
636,LICEO INFANTIL EL MUNDO DE LOS NIÑOS,False,False,False,True,False,False,False,4.6173968,-74.12204059999999
637,KINDERMUSIKAL PREESCOLAR,False,False,False,True,False,False,False,4.7100008,-74.05718879999999
638,LIC MAYOR ANDINO                                                                                    ,True,True,True,True,False,True,False,4.6431008,-74.1384806
639,COL VIÑA DEL MAR                                                                                    ,True,True,False,True,False,True,False,4.6996094,-74.1230175
640,FUND COL SAN BENITO DE TIBATI                                                                       ,False,True,True,False,False,False,False,4.7656383,-74.03334009999999
641,JARD INF ANGELITOS CONSENTIDOS                                                                      ,False,False,False,True,False,True,False,4.689134000000001,-74.0951244
642,COL COLOMBO FLORIDA BILINGÜE                                                                        ,True,True,True,True,False,True,False,4.5783931,-74.1066862
643,JARD INF RISITAS                                                                                    ,False,False,False,True,False,True,False,4.617248,-74.126871
644,LIC  DE CERVANTES PADRES AGUSTINOS                                                                  ,True,True,True,True,False,False,False,4.736172499999999,-74.0463446
645,GIMNASIO FRAY MARTÍN DE PORRES,True,False,False,True,False,False,False,4.7092957,-74.0993665
646,COL SAN JUAN DE AVIILA                                                                              ,True,True,True,False,False,False,False,4.707809999999999,-74.11466999999999
647,COL NUEVO PARAISO                                                                                   ,True,False,False,True,False,True,False,4.6343131,-74.14923639999999
648,INST SUP COOPERATIVO                                                                                ,True,True,True,True,False,False,False,4.6991946,-74.0956884
649,COL MONTFERRI                                                                                       ,True,True,True,True,False,False,False,4.6417413,-74.1392247
650,CENT EDUC LIBERTAD                                                                                  ,True,True,False,True,False,True,False,4.5933803,-74.0738274
651,COL DE NSTRA SRA DEL BUEN CONSEJO                                                                   ,True,True,True,True,False,False,False,4.6901706,-74.0494954
652,JARD INF LA FRESITA FELIZ                                                                           ,False,False,False,True,False,True,False,4.5742001,-74.1647364
653,COLEGIO COLSUBSIDIO CIUDADELA,True,True,True,True,False,False,False,4.7206777,-74.11379769999999
654,LIC HOMERICO                                                                                        ,True,True,True,True,False,False,False,4.7359145,-74.0959309
655,INST SURORIENTAL SAN JORGE NOCTURNO                                                                 ,True,True,True,False,False,False,False,4.6065014,-74.0741874
656,COL WESLEYANO DEL NORTE                                                                             ,True,True,True,True,False,False,False,4.7415824,-74.0472091
657,COLEGO ORLANDO FALS BORDA (ANTES BARRANQUILLITA) (IED),True,True,True,True,False,False,True,4.5495899,-74.1007024
658,COLEGIO SAN CAYETANO (IED),True,True,True,True,False,False,True,4.609439099999999,-74.2012949
659,COL JARD MI PEQUEÑO BOHIO                                                                           ,False,False,False,True,False,True,False,4.710988599999999,-74.072092
660,COL BENPOSTA NACION DE MUCHACHOS                                                                    ,True,True,True,False,False,False,False,4.675752399999999,-74.02370859999999
661,GIMN EL HONTANAR,True,True,True,True,False,False,False,4.7427807,-74.0721934
663,COLEGIO NUEVO CHILE (IED),True,True,True,True,False,False,True,4.5749304,-74.1377366
664,GIMN MONTEVERDE                                                                                     ,False,False,False,True,False,True,False,4.7258354,-74.0376242
665,GIMNASIO PIERRE FAURE,True,False,False,True,False,False,False,4.7659627,-74.0354974
666,COLEGIO NUESTRA SEÑORA DE LA FELICIDAD,True,False,False,False,False,False,False,4.638899,-74.1574559
667,COLEGIO RENE DESCARTES,True,True,True,False,False,False,False,4.5992698,-74.1030268
668,JARDIN INFANTIL LOS AMIGOS DE SNOOPY                                                                ,False,False,False,True,False,True,False,4.6928242,-74.087069
669,FUND INST TECNOLOGICO DEL SUR                                                                       ,True,True,True,True,False,False,False,4.5895739,-74.1137969
670,GIMN INF EL MUNDO DEL SABER                                                                         ,True,False,False,True,False,True,False,4.5692016,-74.1133318
671,COL DEL SANTISIMO ROSARIO                                                                           ,True,True,True,True,False,False,False,4.5951673,-74.0736725
672,GIMN FIDEL CANO                                                                                     ,True,True,True,False,False,True,False,4.6658971,-74.12588699999999
673,COLEGIO REAL MAJESTAD,True,True,False,True,False,False,False,4.733215299999999,-74.1021124
674,INST TENERIFE                                                                                       ,True,True,True,True,False,True,False,4.6087418,-74.1711696
675,LIC MAURITANIA                                                                                      ,True,True,False,False,False,True,False,4.6529389,-74.0723381
676,LIC INF CASITA ENCANTADA                                                                            ,False,False,False,True,False,True,False,4.6666392,-74.0767899
677,CENT EDUC DIST MIRAVALLE,True,True,True,True,False,False,True,4.5133503,-74.12010540000001
678,GIMN MARONY                                                                                         ,True,False,False,True,False,True,False,4.6341769,-74.1304153
679,COLEGIO LOS PINOS (IED),True,True,True,True,False,False,True,4.5876233,-74.0678463
680,COL MODERNO ALMIRANTE                                                                               ,True,False,False,True,False,True,False,4.571838899999999,-74.1449378
681,LIC CULT LAS AMERICAS                                                                               ,True,True,True,True,False,True,False,4.7570028,-74.0967415
682,JARD INF MI PEQUEÑO GRAN MUNDO                                                                      ,True,False,False,True,False,False,False,4.755827,-74.04962499999999
683,NUEVO COL BUCARAMANGA                                                                               ,True,False,False,True,False,False,False,4.6246449,-74.0706081
684,LIC PEDAGOGICO MENDELEV                                                                             ,True,False,False,True,False,False,False,4.5587322,-74.1163744
685,COL CRISTIANO EL PACTO                                                                              ,True,False,False,True,False,True,False,4.5675531,-74.1688488
686,COL NSTRA SRA DE LA ALEGRIA                                                                         ,True,True,False,True,False,False,False,4.5110845,-74.1176523
687,COLEGIO GONZALO ARANGO (IED),True,True,True,True,False,False,True,4.7286085,-74.0908556
688,GIMN SAN JOSE DE BAVARIA                                                                            ,True,True,True,True,False,False,False,4.6985053,-74.05420880000001
689,LIC  CULT LOPEZ OSORIO                                                                              ,True,True,True,True,False,True,False,4.6189266,-74.1964713
690,COL MIGUEL ANGEL ASTURIAS                                                                           ,True,True,True,True,False,True,False,4.593437199999999,-74.1089377
691,COLEGIO UNION COLOMBIA (IED),True,True,True,True,False,False,True,4.759415499999999,-74.0275779
692,JARD INF DATA SESAMO                                                                                ,False,False,False,True,False,False,False,4.6432068,-74.076574
693,GIMN EL LAGO                                                                                        ,True,True,True,True,False,True,False,4.6913034,-74.0954498
694,COLEGIO LA AURORA (IED),True,True,True,True,False,False,True,4.603545,-74.1175585
695,INSTITUTO TOMAS MORO,True,True,True,False,False,False,False,4.6488062,-74.067103
696,GIMN FEMENINO                                                                                       ,True,True,True,True,False,True,False,4.7074256,-74.02840139999999
697,GIMN LOMAS DEL VALLE (ANTES OSO MELOSO),True,False,False,True,False,True,False,4.6996498,-74.0778735
698,GIMN SANTANDER                                                                                      ,True,True,True,True,False,True,False,4.7227158,-74.09141079999999
699,GIMN ALESSANDRO VOLTA,True,True,True,True,False,False,False,4.6947109,-74.0288451
700,COLEGIO CHUNIZA (IED),True,True,True,True,False,False,True,4.5058915,-74.1112182
701,GIMN SAN ANGELO                                                                                     ,True,True,True,True,False,False,False,4.8014351,-74.0450731
702,FUNDACIÓN HUMANISTA ERASMO DE ROTTERDAM,True,True,True,False,False,False,False,4.630789399999999,-74.2040909
703,JARD INF LA CASITA DE LA PRADERA                                                                    ,True,False,False,True,False,True,False,4.734382,-74.043245
704,CENTRO EDUCATIVO NOMADE-PROYECTO ARTISTICO AMBIENTAL,True,False,False,True,False,False,False,4.631985999999999,-74.0833909
705,COL JULIA LOPEZ MARTINEZ                                                                            ,True,True,True,True,False,False,False,4.4988664,-74.1050313
706,JARD INF IDEAS CREATIVAS DE KENNEDY                                                                 ,False,False,False,True,False,False,False,4.622768199999999,-74.1483446
707,COL JUAN RULFO                                                                                      ,True,True,True,True,False,False,False,4.5510755,-74.0937019
708,COLEGIO SANTA BARBARA (IED),True,True,True,True,False,False,True,4.5762529,-74.1032416
709,COL NUEVO ESTILO                                                                                    ,True,False,False,True,False,True,False,4.7135044,-74.1407984
710,GIMN FRANCISCANO DE SUBA                                                                            ,True,True,True,True,False,True,False,4.756651,-74.09671220000001
711,LIC  PSICOPEDAG JOSE CORDOBA                                                                        ,True,False,False,True,False,True,False,4.6352467,-74.1656706
712,JARDIN PSICOPEDAG PASITOS PASOTES                                                                   ,False,False,False,True,False,False,False,4.7573528,-74.02902519999999
713,GIMN LA MONTAÑA                                                                                     ,True,True,True,True,False,True,False,4.7916116,-74.0478777
714,LIC AMOR Y CIENCIA,True,False,False,True,False,False,False,4.6333756,-74.1858728
715,COL MAYOR PRIMEROS MAESTROS,True,True,True,True,False,False,False,4.6764797,-74.0811847
716,COL SAN LUIS DE LA POLICIA NAL,True,True,True,True,False,False,False,4.7309461,-74.068347
717,COL MIX ALEGRIA Y SABER                                                                             ,True,False,False,True,False,True,False,4.7366347,-74.0959689
718,JARD INF LA ALEGRIA DE APRENDER                                                                     ,False,False,False,True,False,True,False,4.680594,-74.0596159
719,LIC INF EL RINCON DE PETER PAN                                                                      ,True,False,False,True,False,True,False,4.710988599999999,-74.072092
720,JARD INF SEMILLITAS DE AMOR                                                                         ,False,False,False,True,False,False,False,4.720441999999999,-74.0286237
721,PREESC PSICOPEDAG CONDEMARIN                                                                        ,True,False,False,True,False,False,False,4.7326282,-74.099238
722,JARD INF MI DULCE ENCUENTRO                                                                         ,False,True,False,True,False,True,False,4.710988599999999,-74.072092
723,COL MONTERREY                                                                                       ,True,True,True,True,False,False,False,4.6205961,-74.2064379
724,GIMN SANTA MARIA DE LA COLINA                                                                       ,False,False,False,True,False,False,False,4.727577999999999,-74.06421759999999
725,PREESC JARD INF PRINCIPITOS,False,False,False,True,False,False,False,4.8210196,-74.043777
726,LIC HNO MIGUEL LA SALLE                                                                             ,True,True,True,True,False,True,False,4.662151,-74.08104829999999
727,COLEGIO FERNANDO MAZUERA VILLEGAS (IED),True,True,True,True,False,False,True,4.6065432,-74.190418
728,LIC INF MI MUNDO IDEAL                                                                              ,True,False,False,True,False,False,False,4.6121938,-74.1172347
729,JARDIN INFANTIL CONSTRUYENDO CON GEPETTO,False,False,False,True,False,False,False,4.583476999999999,-74.1422509
730,CENT INF EDUCAR                                                                                     ,False,False,False,True,False,False,False,4.6459377,-74.08772499999999
731,INST CONTINENTAL                                                                                    ,True,False,False,True,False,True,False,4.5137295,-74.107582
732,LIC SANDRA CATALINA                                                                                 ,True,False,False,True,False,True,False,4.7034783,-74.11850179999999
733,GIMN LAS AMERICAS                                                                                   ,True,True,True,True,False,False,False,4.5813016,-74.0817661
734,COL CRISTIANO SEMILLA DE VIDA                                                                       ,True,True,True,True,False,False,False,4.6010215,-74.1044046
735,JARD INF LA CRAYOLA MAGICA                                                                          ,False,False,False,True,False,True,False,4.6096651,-74.071438
736,LIC INTEGRAL LA GRANJA                                                                              ,True,False,False,True,False,True,False,4.7000328,-74.1006603
737,GIMNASIO PSICOPEDAGOGICO SIGLO XXI,True,False,False,True,False,False,False,4.6038388,-74.17894249999999
738,COLEGIO JORGE GAITAN CORTES (IED),True,True,True,True,False,False,True,4.7087393,-74.09925919999999
739,LIC  ANTONIO BOLAÑOS                                                                                ,True,False,False,True,False,True,False,4.6002241,-74.1637353
740,COLEGIO PAULO VI (IED),True,True,True,True,False,False,True,4.606147099999999,-74.14741579999999
741,LIC APRENDIENDO CON DODI                                                                            ,False,False,False,True,False,False,False,4.681479899999999,-74.1062291
742,COLEGIO CODEMA (IED),True,True,True,True,False,False,True,4.648206399999999,-74.1655339
743,COL MIX VILLA CAROLINA                                                                              ,True,True,True,True,False,True,False,4.68945,-74.1043912
744,GIMNASIO INFANTIL PAULO FREIRE,False,False,False,True,False,True,False,4.6823691,-74.1022145
745,GIMN INF MI PRIMERA U                                                                               ,False,False,False,True,False,False,False,4.6774973,-74.09761139999999
746,COL CLAUDIA JESUS                                                                                   ,True,False,False,False,False,False,False,4.7084747,-74.1019957
747,LIC INF RETOÑITOS                                                                                   ,True,True,False,True,False,True,False,4.7377136,-74.09530079999999
748,GIMN CULT SANTA RITA                                                                                ,True,True,True,True,False,False,False,4.746381599999999,-74.1243831
749,COL VALORES E INTELECTOS PARAISO DE MI NIÑEZ,False,False,False,True,False,False,False,4.7205622,-74.1177277
750,GUARD Y JARD INF GLOBITO ROJO                                                                       ,False,False,False,True,False,True,False,4.7270562,-74.1031325
751,CENT EDUC PARA JOVENES Y ADULTOS LEPANTO                                                            ,True,True,True,False,False,False,False,4.5714843,-74.092671
752,COL DANILO CIFUENTES                                                                                ,True,True,True,True,False,False,False,4.5960685,-74.1163394
753,PREESCOLAR ARTÍSTICO AMBIENTAL SEMILLAS ,False,False,False,True,False,False,False,4.6320712,-74.08265370000001
754,INSTITUTO TÉCNICO CENTRAL,False,True,True,False,False,True,False,4.6058127,-74.0819522
755,COL MONTESORIANO,True,False,False,True,False,False,False,4.543468799999999,-74.0825349
756,UNIDAD INF DE DESARROLLO Y APRENDIZAJE IDEAR                                                        ,False,False,False,True,False,True,False,4.6219776,-74.15022929999999
757,GIMN LA PALMA                                                                                       ,False,False,False,True,False,True,False,4.7233244,-74.0881753
758,COLEGIO TOM ADAMS (IED),True,True,True,True,False,False,True,4.618334,-74.1557141
759,COL CLAVE DE SOL                                                                                    ,False,False,False,True,False,True,False,4.7188414,-74.1105804
760,COL TRIANGULO PATIO BONITO,True,True,True,False,False,True,False,4.635549,-74.1635969
761,LICEO MODERNO CELESTIN FREINET,True,False,False,True,False,False,False,4.7114082,-74.1169455
762,COLEGIO MARIA MERCEDES CARRANZA (IED),True,True,True,True,False,False,True,4.586335,-74.1638399
763,CENT EDUC DIST COLSUBSIDIO LAS MERCEDES,True,True,True,True,False,False,True,4.7000818,-74.12547219999999
764,INETEC                                                                                              ,False,True,True,False,False,False,False,4.695068,-74.1042423
765,COLEGIO REPUBLICA DE CHINA (IED),True,True,True,True,False,False,True,4.754003,-74.07919489999999
766,COL TECNOLOGICO DE SUBA                                                                             ,True,True,True,True,False,True,False,4.641098,-74.1145299
767,JARD INF EL RENACUAJO PASEADOR                                                                      ,False,False,False,True,False,True,False,4.7461403,-74.1206544
768,CENTRO DE FORMACIÓN INTEGRAL MONTECARMELO,True,True,True,False,False,False,False,4.5749293,-74.08754019999999
769,COL SAN TARSICIO                                                                                    ,True,True,True,True,False,False,False,4.7544146,-74.059618
770,COL PSICOPEDAG LA ACACIA  LTDA                                                                      ,True,True,True,True,False,True,False,4.560167799999999,-74.1443176
771,COL CARLOS CASTRO SAAVEDRA                                                                          ,True,True,True,True,False,False,False,4.5843682,-74.08657509999999
772,JARDIN INFANTIL MI DULCE GIMNASIO,False,False,False,False,False,False,False,4.7549039,-74.0554908
773,LIC SANTILLANA                                                                                      ,True,False,False,True,False,False,False,4.545731200000001,-74.09744069999999
774,COL VIRTUAL SIGLO XXI                                                                               ,True,True,True,False,False,False,False,4.6267117,-74.0838819
775,COLEGIO SANTA LIBRADA (IED),True,True,True,True,False,False,True,4.5143308,-74.1137201
776,COL CAMPO ALTO                                                                                      ,True,True,True,True,False,True,False,4.7380618,-74.0944427
777,LIC SAMANIEGO                                                                                       ,True,False,False,True,False,True,False,4.7124333,-74.0564155
778,COL BRITANICO SEDE TUNJUELITO                                                                       ,True,True,True,False,False,True,False,4.5938959,-74.1298782
779,COLEGIO LA JOYA (IED),True,True,True,True,False,False,True,4.536984599999999,-74.1451333
780,COL DE SAN ALBERTO MAGNO                                                                            ,True,True,True,True,False,True,False,4.757393,-74.0300137
781,LIC ALFREDO NOBEL                                                                                   ,True,True,True,True,False,False,False,4.692867199999999,-74.10827069999999
782,COL MOUNT VERNON                                                                                    ,True,True,True,True,False,True,False,4.797971599999999,-74.0442966
783,GUARD Y JARD MIS ADORABLES BEBES,False,False,False,True,False,False,False,4.6988121,-74.1111293
784,FUND COL VISION INFANTIL                                                                            ,True,True,True,True,False,False,False,4.5867933,-74.1221135
785,COLEGIO EINSTENIANO,True,False,False,True,False,True,False,4.7481252,-74.113894
788,GIMNASIO PEDAGOGICO ANDES ,False,False,False,True,False,False,False,4.739495799999999,-74.04653809999999
789,COLEGIO REPUBLICA DE COLOMBIA (IED),True,True,True,True,False,False,True,4.6778299,-74.0915108
790,CENT PANAMERICANO DE CAPACITACION SEDE RESTREPO                                                     ,True,True,True,False,False,False,False,4.5823328,-74.1032555
791,LIC  LUTHER KING                                                                                    ,True,True,True,True,False,True,False,4.583613199999999,-74.15415
792,COL JARD SANTI STEFFANO                                                                             ,True,False,False,True,False,True,False,4.710988599999999,-74.072092
793,COL INFANTIL EL ALEGRE MUNDO DE LOS NIÑOS,True,False,False,True,False,False,False,4.7623286,-74.0324795
794,COLEGIO EDUARDO UMAÑA LUNA INSTITUCION EDUCATIVA DISTRITAL ,True,True,True,True,False,False,True,4.6021371,-74.1292337
795,COLEGIO FEDERICO GARCIA LORCA (IED),True,True,True,True,False,False,True,4.5077663,-74.107337
796,COLEGIO RAMON DE ZUBIRIA (IED),True,True,True,True,False,False,True,4.725688900000001,-74.0922679
797,COL URAPANES                                                                                        ,True,False,False,False,False,False,False,4.578841199999999,-74.083882
798,LIC SAN JORGE                                                                                       ,True,False,False,False,False,False,False,4.6418061,-74.0639719
799,COLEGIO MARCO ANTONIO CARREÑO SILVA (IED),True,True,True,True,False,False,True,4.597312,-74.1122256
800,GIMNASIO ACADEMICO AMOR BONDAD Y CIENCIA,False,False,False,True,False,False,False,4.7185754,-74.0891741
801,COL CRISTO REY DEL SUR                                                                              ,True,False,False,False,False,True,False,4.5904318,-74.0941292
802,COL BILING NUEVA ALEJANDRIA                                                                         ,True,True,True,True,False,True,False,4.6693497,-74.1175246
803,GIMN JHON CABOT,True,False,False,True,False,False,False,4.688293199999999,-74.0860618
804,JARD INF EL MAESTRO EN EL KINDER,False,False,False,True,False,True,False,4.702837,-74.0966236
805,LIC  MODERNO SANTA CATALINA                                                                         ,True,True,False,True,False,True,False,4.4919482,-74.1037357
806,LIC LA CORUÑA                                                                                       ,True,True,True,True,False,False,False,4.577594599999999,-74.151341
807,LIC  PSICOPEDAG INF CELESTIN FREINET                                                                ,False,False,False,True,False,False,False,4.6145933,-74.1288442
808,GIMN NUEVO  SIDAUTO                                                                                 ,True,True,True,True,False,True,False,4.7144111,-74.09561479999999
809,JARDIN MATERNAL CRECER CREANDO,False,False,False,True,False,False,False,4.7185864,-74.0924179
810,C.E. CHIQUITINES FELICES,False,False,False,False,False,False,False,4.7051978,-74.057234
811,COLEGIO NACIONES UNIDAS (IED),True,True,True,True,False,False,True,4.680619399999999,-74.0873809
812,GIMNASIO MATERNO INFANTIL CLAUDIA JESUS,False,False,False,True,False,True,False,4.710087000000001,-74.1037966
813,COL BILING BUCKINGHAM                                                                               ,True,True,True,True,False,True,False,4.797816099999999,-74.0427392
814,INST PSICOPEDAG EMMANUEL MOUNIER                                                                    ,True,False,False,True,False,False,False,4.625702899999999,-74.1414921
815,COL DE NSTRA SRA DEL PERPETUO SOCORRO                                                               ,True,True,True,True,False,False,False,4.6768389,-74.1493334
817,LIC  CRISTIANO MI REFUGIO PERFECTO                                                                  ,True,False,False,True,False,True,False,4.6478897,-74.1777981
818,JARD INF UNIVERSO DEL SABER                                                                         ,False,False,False,True,False,True,False,4.607954299999999,-74.1419949
819,LIC  AYACUCHO                                                                                       ,True,False,False,True,False,False,False,4.6283743,-74.15186539999999
820,GIMN INF JULIO SIMON BENAVIDES                                                                      ,True,False,False,True,False,True,False,4.560592199999999,-74.09728559999999
821,COL AGUSTINIANO NORTE                                                                               ,True,True,True,True,False,False,False,4.7006062,-74.07150299999999
