,nombreestablecimiento,Primary,Secondary,Middle,Preschool,Childcare,bilingual,public,lat,lon
1374,LIC BOSTON                                                                                          ,True,True,True,True,False,True,False,4.7504407,-74.0759705
1375,COL ROMULO GALLEGOS                                                                                 ,True,True,True,True,False,False,False,4.5687343,-74.1006395
1376,COLEGIO LA CONCEPCION (CED),True,True,False,True,False,False,True,4.551877300000001,-74.09593009999999
1377,INST DE BTO INTEGRAL IDIPRON                                                                        ,True,True,True,True,False,False,False,4.574487400000001,-74.0850375
1378,COL LOS NOGALES                                                                                     ,True,True,True,True,False,True,False,4.7818189,-74.06025
1379,PSICOPEDAG NUEVO HORIZONTE                                                                          ,True,False,False,True,False,True,False,4.6357057,-74.17050569999999
1380,LIC NSTRA SRA DE ARANZAZU                                                                           ,True,False,False,True,False,True,False,4.6800859,-74.1463368
1381,JARD INF Y GUARD BETANIA                                                                            ,True,False,False,True,False,True,False,4.5399855,-74.08947479999999
1382,PREESC CREATIVOS REY Y SOL,False,False,False,True,False,False,False,4.6313372,-74.0957892
1383,COL LUZ A LAS NACIONES                                                                              ,False,False,False,False,False,True,False,4.670871099999999,-74.1120392
1384,COL VILLA HERMOSA                                                                                   ,True,False,False,True,False,False,False,4.5594186,-74.09658089999999
1385,COL NUEVA COLOMBIA GRANDE                                                                           ,True,False,False,True,False,True,False,4.6194465,-74.1766545
1386,JARD INF MONACHINES                                                                                 ,False,False,False,True,False,False,False,4.6799377,-74.10609989999999
1387,INST INFANTIL Y JUVENIL                                                                             ,True,True,True,True,False,False,False,4.6727678,-74.1364692
1388,LICEO INFANTIL MICHELIN,False,False,False,True,False,False,False,4.615665799999999,-74.128224
1389,COL MI GALAXIA                                                                                      ,True,False,False,True,False,True,False,4.6655898,-74.0574683
1390,COLEGIO FRANCISCO DE MIRANDA (IED),True,True,True,True,False,False,True,4.6126342,-74.1543654
1391,INST SAN BASILIO                                                                                    ,True,False,False,True,False,True,False,4.734672199999999,-74.0439341
1392,COLEGIO LOS PERIODISTAS (IED),True,True,True,True,False,False,True,4.562385799999999,-74.06834789999999
1393,JARDIN INFANTIL BURBUJAS DE ALEGRIA,False,False,False,True,False,False,False,4.6014853,-74.1359473
1394,COL SAN CARLOS                                                                                      ,True,True,True,True,False,True,False,4.7703036,-74.0359241
1395,GIMNASIO TALENTOS,False,False,False,True,False,False,False,4.5997919,-74.1076853
1396,COL FUND HOGAR SAN MAURICIO                                                                         ,True,False,False,True,False,False,False,4.7655443,-74.06864089999999
1397,LIC LATINOAMERICANO DEL SUR,True,True,True,True,False,False,False,4.5100568,-74.1052448
1398,COL CALDAS HOLGUIN                                                                                  ,True,False,False,False,False,True,False,4.6210455,-74.12314909999999
1399,NUEVO LIC PEDAG CALIDAD HUMANA                                                                      ,True,False,False,True,False,True,False,4.5896819,-74.11163119999999
1400,INSTITUTO COMERCIAL LORETO,True,True,True,True,False,False,False,4.5753998,-74.0787924
1401,COL ARIEL DAVID                                                                                     ,True,True,True,True,False,False,False,4.5056651,-74.1094961
1402,COL NUEVO COLOMBO AMERICANO                                                                         ,True,True,True,True,False,True,False,4.6243658,-74.1413287
1403,ATENEO INTEGRAL ANA B. DE FLOREZ                                                                    ,True,True,True,True,False,True,False,4.6735736,-74.14070370000002
1404,JARD INF PSICOPEDAG CARACOLES DE COLORES                                                            ,False,False,False,True,False,False,False,4.6799525,-74.10361309999999
1405,JARD PEDAG PINARIN                                                                                  ,False,False,False,True,False,True,False,4.7501231,-74.0838825
1406,INST JOSE MARTINEZ RUIZ                                                                             ,False,False,False,False,False,True,False,4.6929536,-74.1033365
1407,LICEO DEMOCRATICO GABRIEL GARCIA MARQUEZ,True,False,False,True,False,False,False,4.7405764,-74.1111138
1408,COL PARROQ DEL INMACULADO CORAZON DE MARIA                                                          ,True,True,True,True,False,False,False,4.5843399,-74.1277705
1410,COL PEDAG DEL ESPIRITU SANTO COPES                                                                  ,True,True,True,True,False,True,False,4.6713053,-74.0817432
1411,COL ACAD SANTA SOFIA                                                                                ,True,False,False,True,False,True,False,4.675549,-74.142515
1412,LICEO JIMPU,True,False,False,True,False,True,False,4.609196,-74.1746363
1413,LIC CASTILLA DE ORO                                                                                 ,True,False,False,False,False,True,False,4.5926091,-74.11036080000001
1414,COLEGIO MERCANTIL,True,True,True,False,False,False,False,4.7405158,-74.0948954
1415,COL NAVAL SANTA FE DE BOGOTA                                                                        ,True,True,True,True,False,False,False,4.6716391,-74.08845699999999
1416,CENT JOHANN KEPLER                                                                                  ,False,True,True,False,False,False,False,4.6489196,-74.0670629
1417,LIC  REYNEL                                                                                         ,True,True,True,True,False,True,False,4.5499293,-74.09920079999999
1418,COLEGIO LA ESTANCIA -  SAN ISIDRO LABRADOR (IED),True,True,True,True,False,False,True,4.5927088,-74.1758834
1419,COLEGIO LAS AMERICAS (IED),True,True,True,True,False,False,True,4.6170842,-74.14945399999999
1420,COL DE LA PRESENTACION LAS FERIAS                                                                   ,False,True,True,False,False,False,False,4.6854091,-74.0858793
1421,LIC LAS COLUMNAS                                                                                    ,True,False,False,True,False,False,False,4.560840199999999,-74.0888858
1422,GIMN CRISTIANO LOS ANDES                                                                            ,True,True,True,True,False,True,False,4.631307100000001,-74.12846909999999
1423,INST PEDAG  MODERNO,True,False,False,True,False,False,False,4.706940200000001,-74.0717986
1424,COLEGIO TECNISISTEMAS,False,True,True,False,False,False,False,4.6753391,-74.0835201
1425,PREESC CASA DE LOS NIÑOS MARIA MONTESSORI                                                           ,False,False,False,True,False,True,False,4.7270093,-74.0323423
1426,COL HNAS MISIONERAS DE LA CONSOLATA                                                                 ,True,True,True,True,False,False,False,4.5965595,-74.0968477
1427,GIMN SANTO ANGEL,False,False,False,True,False,False,False,4.6667876,-74.1252105
1428,COL PARROQ SANTO CURA DE ARS LA FRAGUA                                                              ,True,True,True,True,False,True,False,4.6013074,-74.10397379999999
1429,COL PARROQ ADVENIAT                                                                                 ,True,True,True,True,False,False,False,4.5603476,-74.1027941
1430,ROYAL AMERICAN GARDEN (COLEGIO REAL AMERICANO)                                                      ,True,False,False,True,False,True,False,4.6414293,-74.06248049999999
1431,JARD PSICOPEDAG CARRUSEL DEL SABER JUGANDO                                                          ,True,False,False,True,False,True,False,4.6783686,-74.1469991
1432,LIC GOLDEN RULE                                                                                     ,True,True,True,True,False,True,False,4.7474443,-74.11074789999999
1433,COL MONSERRATE                                                                                      ,True,True,True,True,False,True,False,4.6278388,-74.0834328
1434,INST VILLA DE LA FRATERNIDAD                                                                        ,True,False,False,True,False,False,False,4.5930913,-74.0841188
1435,COLEGIO MONTEHELENA,True,True,True,False,False,False,False,4.641516699999999,-74.067093
1436,JARD INF MI ABUELA SILVANA                                                                          ,False,False,False,True,False,True,False,4.5859972,-74.1276472
1437,MATERNAL Y JARD INF LA ARDILLITA ESCOLAR                                                            ,False,False,False,True,False,True,False,4.6224791,-74.1080622
1438,COL PSICOPEDAG JUANITO BOSCO                                                                        ,True,False,False,True,False,False,False,4.5496004,-74.0995564
1439,COLEGIO DIEGO MONTAÑA CUÉLLAR (IED),True,True,True,True,False,False,True,4.5852984,-74.0877053
1440,COL PARROQ SAN LUIS GONZAGA                                                                         ,True,True,True,True,False,False,False,4.5801617,-74.1207621
1441,JARD INF EL HOGAR QUE SOÑE                                                                          ,False,False,False,True,False,True,False,4.718243999999999,-74.05514
1442,COL TRIANGULO CHAPINERO,True,True,True,False,False,False,False,4.6546031,-74.0635108
1443,GIMN DEIVS                                                                            ,True,False,False,True,False,True,False,4.7515943,-74.0252677
1445,COL GIOVANNI PASCOLI (ANTIGUO COL NSTRA SRA DE LOS DOLORES)                                         ,True,True,True,True,False,False,False,4.765523,-74.0379846
1446,GIMNASIO BURBUJAS DE SABIDURIA,True,False,False,True,False,False,False,4.7482538,-74.1012741
1447,COL LUIS MARIANO                                                                                    ,True,True,True,True,False,True,False,4.7113444,-74.13987949999999
1448,COL ANGLO AMERICANO                                                                                 ,True,True,True,True,False,False,False,4.747585,-74.0285464
1449,COLEGIO SIERRA MORENA (IED),True,True,True,True,False,False,True,4.540774,-74.1469712
1450,COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,True,True,True,True,True,True,False,4.8127067,-74.0636095
1451,PREESC INTEGRAL                                                                                     ,False,False,False,True,False,True,False,4.6010466,-74.13121509999999
1452,INST MILIT ANTONIO RICAURTE                                                                         ,True,True,True,False,False,False,False,4.6344032,-74.0643274
1453,LICEO MODERNO IMCREA,True,False,False,True,False,False,False,4.6134264,-74.1685895
1454,JARD INF SAN GABRIEL ARCANGEL                                                                       ,False,False,False,True,False,True,False,4.6062989,-74.1148382
1455,CENT EDUC DIST CAFAM LA ESPERANZA,True,True,True,True,False,False,True,4.6092844,-74.203705
1456,LIC INTEGRAL VALENTINA                                                                              ,True,False,False,True,False,False,False,4.5528301,-74.097928
1457,I.E. JUVENTUD UNIDA FEMENINA ,True,True,True,False,False,False,False,4.670124899999999,-74.06575
1458,GIMNASIO ESPECIALIZADO LA CAMPIÑA DE SUBA,True,False,False,True,False,False,False,4.7424404,-74.08619639999999
1459,GIMN FONTANA                                                                                        ,True,True,True,True,False,True,False,4.8030979,-74.06298989999999
1460,LIC INF SALAMANCA                                                                                   ,True,False,False,True,False,True,False,4.6080002,-74.07227999999999
1461,GIMN PSICOPEDAG PERSONALIZADO E INTEGRAL                                                            ,True,False,False,False,False,True,False,4.6422742,-74.1374254
1462,GIMN CECIL REDDIE                                                                                   ,True,True,True,True,False,False,False,4.626081200000001,-74.0776729
1463,COL EL GRAN BRITALIA                                                                                ,True,True,True,True,False,True,False,4.620301899999999,-74.1771852
1464,FUNDACIÓN DE EDUCACION EDUARDO ESCOVAR GONZALEZ  FUNDEEG  INSTITUTO DE BACHILLERATO POR CICLOS IBAC,False,True,True,False,False,False,False,4.7407948,-74.08752009999999
1465,JARDIN INFANTIL EL SAPITO PITO,False,False,False,True,False,True,False,4.7339861,-74.0857529
1467,INST TEC CIAL CERROS DE SUBA                                                                        ,True,True,True,True,False,True,False,4.7404738,-74.0935312
1468,COL MARIO BENEDETTI                                                                                 ,False,False,False,True,False,False,False,4.741585,-74.1039572
1469,LIC COQUIBACOA                                                                                      ,True,False,False,True,False,True,False,4.5801698,-74.11628
1470,JARD INF EL PEQUEÑO INVESTIGADOR,False,False,False,True,False,False,False,4.7263296,-74.1217594
1471,COL ALFONSO LOPEZ PUMAREJO                                                                          ,True,True,False,True,False,False,False,4.675452,-74.0424111
1472,CENT EDUC DIST LA GIRALDA,True,True,True,True,False,False,True,4.588967999999999,-74.08438129999999
1473,COL INST INSCAP SEDE FERIAS                                                                         ,True,True,True,False,False,False,False,4.6781065,-74.0862785
1474,LICEO CULTURAL LUIS ENRIQUE OSORIO,True,True,True,True,False,True,False,4.6239891,-74.1943484
1475,JARDIN INFANTIL GENIOS DEL FUTURO,False,False,False,True,False,False,False,4.576479,-74.1525004
1476,COL ANTONIO VIVALDI                                                                                 ,True,False,False,True,False,True,False,4.5689136,-74.11678839999999
1477,COL TRIANGULO PALOQUEMAO                                                                            ,True,True,True,False,False,False,False,4.7517574,-74.1162026
1478,JARD INF SANTA MARTHA,True,True,False,True,False,False,True,4.5571359,-74.12653619999999
1479,CENT PANAMERICANO DE CAPACITACION SEDE CHAPINERO,True,True,True,False,False,False,False,4.6489093,-74.0643042
1480,COLEGIO SAN RAFAEL (IED),True,True,True,True,False,False,True,4.6170393,-74.16154519999999
1481,COL PARROQ DE NSTRA SEÑORA                                                                          ,True,True,True,True,False,False,False,4.5819956,-74.1136054
1482,LIC INF LE FOUNTAIN                                                                                 ,True,False,False,True,False,True,False,4.5608286,-74.1136662
1483,COLEGIO ALFREDO IRIARTE (IED),True,True,True,True,False,False,True,4.557433899999999,-74.11181499999999
1484,COLEGIO ENRIQUE OLAYA HERRERA (IED),True,True,True,True,False,False,True,4.5683931,-74.10215629999999
1485,EL FARO PREESCOLAR,False,False,False,True,False,False,False,4.715516,-74.03069839999999
1486,CENT CIAL DE EDUC MEDIA MARGARITA BOSCO                                                             ,True,True,True,True,False,True,False,4.6067198,-74.1589513
1487,COL DE NSTRA SRA DE CHIQUINQUIRA FEMENINO                                                           ,True,True,True,True,False,False,False,4.6501442,-74.06652369999999
1488,GIMN REAL AMERICANO ,True,True,True,True,False,False,False,4.629951,-74.19522309999999
1489,COL DIEGO ANDRES                                                                                    ,True,True,False,True,False,True,False,4.6502589,-74.07042659999999
1490,JARD INF CASITA DE CHOCOLATE                                                                        ,False,False,False,True,False,True,False,4.5421556,-74.1135579
1491,GIMNASIO MODERNO DEL PRADO,True,True,True,True,False,False,False,4.6046914,-74.1129905
1492,JARD INF CON 5 ENTIDOS                                                                              ,False,False,False,True,False,True,False,4.6235815,-74.157501
1493,COLEGIO JAIRO ANIBAL NIÑO IED,True,True,True,True,False,False,True,4.636727899999999,-74.1669235
1494,JARD INF BUENAVISTA,True,True,False,True,False,False,True,4.5403182,-74.1405212
1495,GIMN LATINOAMERICANO                                                                                ,True,False,False,True,False,True,False,4.6119847,-74.1909027
1496,GIMN LOS PIRINEOS                                                                                   ,True,True,True,True,False,True,False,4.7188414,-74.1105804
1497,GIMNASIO OBREGON                                                                                 ,True,True,True,True,False,False,False,4.591091899999999,-74.15792859999999
1498,GIMNASIO INFANTIL MODERNO LA ALEGRIA DE APRENDER,False,False,False,True,False,False,False,4.7101165,-74.1443331
1499,COL ROMELIA GOMEZ GOMEZ                                                                             ,True,False,False,True,False,True,False,4.5542905,-74.11943099999999
1500,COL CASA ACAD CULTURAL,True,True,True,False,False,False,False,4.6248081,-74.0726274
1501,GIMN BOLIVAR II                                                                                     ,False,True,True,False,False,True,False,4.553154699999999,-74.1379817
1502,INST AMERICANO DEL NORTE                                                                            ,True,False,False,True,False,False,False,4.7597567,-74.03021559999999
1503,JARD INF EL MAGICO MUNDO DE LOS NIÑOS                                                               ,False,False,False,True,False,False,False,4.6241661,-74.1182997
1504,JARD INF POMPIN Y TATARIN                                                                           ,False,False,False,True,False,True,False,4.6230388,-74.1310127
1505,INST MILIT AQUILEO PARRA                                                                            ,True,True,True,True,False,False,False,4.7621793,-74.062072
1506,CENT EDUC DIST CALASANZ (BUENAVISTA),True,True,True,True,False,False,True,4.5407224,-74.13923869999999
1507,INST CULT RAFAEL MAYA                                                                               ,True,True,True,True,False,False,False,4.7451624,-74.11874279999999
1508,JARD INF LA CASITA DEL BOSQUE DE SUBA                                                               ,False,False,False,True,False,False,False,4.7375696,-74.0884152
1509,COLEGIO AQUILEO PARRA (IED),True,True,True,True,False,False,True,4.7668159,-74.03937599999999
1510,COLEGIO MARRUECOS Y MOLINOS (IED),True,True,True,True,False,False,True,4.5552374,-74.11783559999999
1511,COL MI SEGUNDO HOGAR                                                                                ,True,True,False,True,False,False,False,4.6114882,-74.1419849
1512,CENT EDUC DE ADULTOS ASED SEDE 20 DE JULIO                                                          ,True,True,True,False,False,False,False,4.5648171,-74.0989192
1513,JARD INF LOS AMIGOS DEL BOSQUE                                                                      ,False,False,False,True,False,True,False,4.6796693,-74.0443889
1514,PREESC TRIANGULO MAGICO DE LOS NIÑOS                                                                ,False,False,False,True,False,False,False,4.662982,-74.12296540000001
1515,COL REMBRANDT,True,True,True,True,False,True,False,4.720776799999999,-74.13378399999999
1516,COL FE Y ALEGRIA DANUBIO AZUL                                                                       ,False,True,True,False,False,False,False,4.5827515,-74.0814965
1517,COL COOP VENECIA                                                                                    ,True,True,True,True,False,False,False,4.5926901,-74.1394968
1518,COLEGIO MILITAR ANTONIA SANTOS,True,True,True,True,False,False,False,4.6190384,-74.1636047
1519,COLEGIO SAN BENITO ABAD (IED),True,True,True,True,False,False,True,4.5666342,-74.13723329999999
1520,COL GRAN BRETAÑA                                                                                    ,True,True,True,True,False,True,False,4.7935886,-74.04697589999999
1521,COLEGIO ESPAÑA (IED),True,True,True,True,False,False,True,4.621782899999999,-74.0931513
1522,INSTITUTO GERWILL,True,True,True,False,False,False,False,4.736660500000001,-74.08414580000002
1523,COLEGIO MANUEL ELKIN PATARROYO (IED),True,True,True,True,False,False,True,4.617682299999999,-74.06476649999999
1524,GIMN CULTURAL MODERNO                                                                               ,True,True,True,True,False,True,False,4.5925926,-74.1737465
1525,LIC JUAN VERDEJO                                                                                    ,True,False,False,True,False,False,False,4.710988599999999,-74.072092
1526,COL DEL SANTISIMO SACRAMENTO                                                                        ,True,True,True,True,False,False,False,4.614997799999999,-74.1170731
1527,COL DE LA PRESENTACION LUNA PARK                                                                    ,True,True,True,True,False,False,False,4.5879112,-74.0957526
1528,COLEGIO EXTERNADO NACIONAL CAMILO TORRES (IED),True,True,True,True,False,False,True,4.6205579,-74.0671866
1529,LIC CATOLICO                                                                                        ,True,True,True,True,False,False,False,4.666794900000001,-74.0627183
1530,JARDIN INFANTIL TRAZOS Y CRAYOLAS                                                                   ,False,False,False,True,False,True,False,4.6356294,-74.1281668
1531,LIC INTEGRAL SAN AGUSTÍN,True,False,False,True,False,False,False,4.5660948,-74.0896195
1532,LIC INF MARYETH                                                                                     ,True,False,False,True,False,True,False,4.710988599999999,-74.072092
1533,LICEO CRECER EL RENACER,True,False,False,True,False,False,False,4.7335041,-74.10218929999999
1534,COL NSTRA SRA DEL CARMEN                                                                            ,True,False,False,True,False,False,False,4.7079101,-74.1320689
1535,LIC  BETTELHEIM                                                                                     ,True,False,False,True,False,True,False,4.6296219,-74.1831359
1536,GIMN REAL DE COLOMBIA                                                                               ,True,True,True,True,False,True,False,4.547534,-74.1392777
1537,COL ITEC                                                                                            ,False,True,True,False,False,True,False,4.5828747,-74.1266775
1538,INST DE EDUC ELEMENTAL PREESCOLAR Y SECUNDARIA  INELPRES                                            ,True,True,True,True,False,False,False,4.5918589,-74.15519619999999
1539,COL SANTA TERESITA                                                                                  ,True,True,True,True,False,True,False,4.6313286,-74.1102662
1541,LIC INF LAPICITO MAGICO                                                                             ,False,False,False,True,False,True,False,4.6248116,-74.0661556
1542,JARD INF ALF Y SUS AMIGUITOS,False,False,False,True,False,False,False,4.740630299999999,-74.11447749999999
1543,LIC  INF DAME LA MANO                                                                               ,False,False,False,True,False,False,False,4.602736,-74.2000825
1544,COLEGIO NUEVA ESPERANZA (IED),True,True,True,True,False,False,True,4.51404,-74.0901686
1545,JARDIN INFANTIL EL TESORO DEL SABER,False,False,False,False,False,False,False,4.619694099999999,-74.0713189
1546,COLEGIO JOSE JOAQUIN CASAS (IED),True,True,True,True,False,False,True,4.632076899999999,-74.1088041
1547,LIC  EL CASTILLO                                                                                    ,True,True,True,True,False,True,False,4.6438728,-74.1498074
1548,COL SAN JOAQUIN NTE                                                                                 ,True,False,False,True,False,False,False,4.6781366,-74.0971778
1549,COL EL CARMELO                                                                                      ,True,True,True,True,False,False,False,4.6337677,-74.0769182
1550,COL RR OBLATAS AL DIVINO AMOR                                                                       ,True,True,True,True,False,False,False,4.669173199999999,-74.106607
1551,COLEGIO NICOLÁS GÓMEZ DÁVILA (IED),True,True,True,True,False,False,True,4.5636103,-74.1488608
1552,JARD INF POR UN MAÑANA                                                                              ,False,False,False,True,False,False,False,4.761024,-74.06118599999999
1553,INST PEDAG ARTURO RAMIREZ MONTUFAR                                                                  ,True,True,True,True,False,False,False,4.574325200000001,-74.18032389999999
1554,COL CRISTIANO ELOHIM                                                                                ,True,False,False,True,False,False,False,4.5187741,-74.1206697
1555,JARD INF PALITROQUE                                                                                 ,False,False,False,True,False,True,False,4.6529371,-74.1531187
1556,NUEVO COL LUSADI                                                                                    ,True,True,True,True,False,True,False,4.5511805,-74.1436471
1557,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),True,True,True,True,False,False,True,4.5899473,-74.1104612
1558,LIC  RODRIGO ARENAS BETANCOURT                                                                      ,True,True,True,True,False,True,False,4.5741945,-74.088667
1559,UNID EDUC EL FUTURO DEL MAÑANA                                                                      ,True,True,True,True,False,False,False,4.6251405,-74.16444969999999
1560,COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED),True,True,True,True,False,False,True,4.6678123,-74.0949523
1561,SIN JARD INF SUEÑOS E ILUSIONES,False,False,False,True,False,False,False,4.6772974,-74.0966055
1562,COLEGIO LA AVENTURA DEL SABER,True,False,False,True,False,False,False,4.6190249,-74.1079491
1563,COLEGIO PANTALEON GAITAN PEREZ (CED),True,False,False,True,False,False,True,4.6756806,-74.0469665
1564,COL COLOMBO JAPONES                                                                                 ,True,True,True,True,False,False,False,4.601014999999999,-74.1807482
1565,JARD INF MI DULCE HOGAR,False,False,False,True,False,False,False,4.6366285,-74.06742059999999
1566,COL MARILLAC                                                                                        ,True,True,True,True,False,True,False,4.6593652,-74.0728336
1567,JARD INF GENIOS DEL SIGLO XXI                                                                       ,False,False,False,True,False,False,False,4.7291646,-74.0889337
1568,LIC  SAN PABLO                                                                                      ,True,True,True,True,False,True,False,4.6045886,-74.18719879999999
1569,COL COLOMBO INGLES                                                                                  ,True,True,True,False,False,True,False,4.8098502,-74.1018383
1570,JARD INF PLAZUELAS DEL VIRREY,False,False,False,True,False,False,True,4.708702199999999,-74.1218167
1571,COL LORENZO DE ALCANTUZ                                                                             ,True,True,True,True,False,False,False,4.595687499999999,-74.1350693
1572,JARD INF CAMPESTRE DEL NORTE                                                                        ,True,False,False,True,False,True,False,4.7564034,-74.0310102
1573,JARD INF LOS PINGUINOS                                                                              ,False,False,False,True,False,True,False,4.5878223,-74.091953
1574,COL DE INTEGRACION ESCOLAR LUZ Y VIDA                                                               ,True,True,True,True,False,False,False,4.5932322,-74.07921809999999
1575,COLEGIO SICOPEDAGICO CENTENARIO,True,False,False,False,False,False,False,4.674836,-74.151258
1576,FUNDACIÓN EDUCATIVA PARA LA VIDA  - FUNDESCO,True,True,True,False,False,False,False,4.573114299999999,-74.0968123
1577,COLEGIO SAN ISIDRO SUR ORIENTAL (IED),True,True,True,True,False,False,True,4.5657851,-74.1011937
1578,COL SANTA CLARA                                                                                     ,True,True,True,True,False,False,False,4.6258113,-74.07667130000002
1579,GIMN INF CRECIENDO Y APRENDIENDO                                                                    ,True,False,False,True,False,True,False,4.6134111,-74.1577969
1580,COL PARROQ SAN JOSE DE FONTIBON                                                                     ,True,True,True,True,False,False,False,4.6816331,-74.1334713
1581,LIC SAN ISIDRO NORTE,True,True,True,True,False,False,False,4.729806,-74.0887436
1582,NUEVO LIC GRANADINO                                                                                 ,True,True,True,True,False,True,False,4.6110562,-74.1616245
1583,GIMN PRESENCIA DEL DIVINO NIÑO                                                                      ,True,True,False,True,False,False,False,4.6009263,-74.0794775
1584,JARDÍN INFANTIL CHIFLADITOS,False,False,False,True,False,False,False,4.683794600000001,-74.1169582
1585,COL EL TRIUNFO                                                                                      ,True,False,False,True,False,False,False,4.5228168,-74.12326589999999
1586,LIC INF GLENN DOMAN                                                                                 ,True,False,False,True,False,True,False,4.5758234,-74.1073589
1587,GUARD Y PREESC CAMINO A LA IMAGINACION                                                              ,False,False,False,True,False,True,False,4.6657913,-74.07260090000001
1588,COL CLARETIANO EL LIBERTADOR                                                              ,True,True,True,True,False,False,False,4.610257499999999,-74.1843401
1589,COLEGIO ARBORIZADORA ALTA (IED),True,True,True,True,False,False,True,4.5502601,-74.15193909999999
1590,LIC PARQUE DE MORAVIA                                                                               ,True,False,False,True,False,True,False,4.606053699999999,-74.1520188
1591,LIC INF MI NUEVO MUNDO ENCANTADO                                                                    ,False,False,False,True,False,True,False,4.6894709,-74.0937101
1592,LICEO PEDAGÓGICO CATHERBLANC,True,True,True,True,False,False,False,4.7547369,-74.0858896
1593,COLEGIO SILVERIA ESPINOSA DE RENDON (IED),True,True,True,True,False,False,True,4.6296623,-74.1127782
1594,COL CIUDAD DE FOMEQUE                                                                               ,True,True,True,True,False,True,False,4.6062211,-74.1544974
1595,LIC SUPERIOR DE BOGOTA                                                                              ,True,True,True,True,False,True,False,4.5820544,-74.10448339999999
1596,COLEGIO GARCES NAVAS  (IED),True,True,True,True,False,False,True,4.710448,-74.1173036
1597,LIC LA REAL ENSEÑANZA                                                                               ,True,False,False,True,False,False,False,4.4681556,-74.1283924
1598,JARD INF PSICOPEDAG ESTIMULACION TEMPRANA EDUCACION PERSONALIZADA                                   ,False,False,False,True,False,False,False,4.63054,-74.141549
1599,LIC INTEGRAL BOGOTA,False,False,False,True,False,False,False,4.5133965,-74.1192724
1600,COL EUCARISTICO                                                                                     ,True,True,True,True,False,False,False,4.7514308,-74.04077509999999
1601,CAMPANITA BILINGUAL PRESCHOOL                                                                       ,False,False,False,True,False,True,False,4.6702145,-74.1086488
1602,CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI                                      ,False,True,True,False,False,True,False,4.7014608,-74.0995338
1603,COLEGIO PROSPERO PINZON (IED),True,True,True,True,False,False,True,4.623895399999999,-74.1507472
1604,POLITECNICO UNIVERSAL DE CAPACITACION                                                               ,True,True,True,False,False,True,False,4.6554591,-74.0601164
1605,LIC FRANCISCO DE ORELLANA,True,True,False,True,False,False,False,4.5845139,-74.1353821
1606,COLEGIO CARLOS ALBAN HOLGUIN (IED),True,True,True,True,False,False,True,4.6061071,-74.1976882
1608,GIMNASIO PEDAGOGICO PIAGET,True,False,False,True,False,False,False,4.5455102,-74.0841285
1610,COL POPULAR BOLIVARIANO                                                                             ,True,True,True,True,False,True,False,4.559576799999999,-74.14482319999999
1611,COLEGIO GERARDO MOLINA RAMIREZ (IED),True,True,True,True,False,False,True,4.7500592,-74.1210445
1612,COL PARROQ SAN JUAN DE LA CRUZ                                                                      ,True,False,False,True,False,False,False,4.619125299999999,-74.1631496
1614,COL SAN JUAN BOSCO                                                                                  ,True,True,True,False,False,False,False,4.6429337,-74.1693517
1615,COL  NSTRA SRA DE LA PAZ                                                                            ,True,True,True,False,False,True,False,4.5943535,-74.0915131
1616,COLEGIO ANTONIO VILLAVICENCIO (IED),True,True,True,True,False,False,True,4.7053179,-74.1341075
1617,JARD INF CAMINO DE ILUSIONES                                                                        ,False,False,False,True,False,False,False,4.6987447,-74.06233590000001
1618,CENT EDUC SCALAS                                                                                    ,True,True,True,True,False,True,False,4.613002400000001,-74.1915092
1619,LIC  FALAN                                                                                          ,True,False,False,True,False,True,False,4.6034692,-74.1785812
1620,JARD INF PATATIN PATATERO                                                                           ,False,False,False,True,False,True,False,4.6751017,-74.0495196
1621,COLEGIO LA PALESTINA (IED),True,True,True,True,False,False,True,4.6972543,-74.0934176
1622,MI JARD EL MUNDO DE LOS AÑOS BELLOS                                                                 ,False,False,False,True,False,True,False,4.5920478,-74.1165789
1623,JARDÍN INFANTIL EL RINCÓN DEL ESPÍRITU CIENTÍFICO,False,False,False,True,False,False,False,4.6757551,-74.10910679999999
1624,COL BLAISE PASCAL                                                                                   ,True,False,False,True,False,False,False,4.5827013,-74.1089083
1625,COL PARROQ SAN CARLOS                                                                               ,True,True,True,True,False,True,False,4.5749417,-74.1377634
1626,COL MAYOR DEL CLARET                                                                                ,True,True,True,True,False,False,False,4.583774,-74.128011
1627,INST CEMODEN                                                                                        ,True,True,True,False,False,False,False,4.5974414,-74.1275975
1628,COLEGIO REPUBLICA DE MEXICO (IED),True,True,True,True,False,False,True,4.5552173,-74.1370882
1629,LIC EMMANUEL,True,False,False,True,False,False,False,4.502582299999999,-74.1014253
1630,LIC MODERNO WALT WHITMAN                                                                            ,True,True,True,True,False,True,False,4.5931609,-74.1225508
1631,COL PIERRE DE FERMAT                                                                                ,True,True,True,True,False,False,False,4.7285385,-74.0259901
1632,COLEGIO CLASS (IED),True,True,True,True,False,False,True,4.614065399999999,-74.1790496
1633,JARDIN INFANTIL SAN GABRIEL,False,False,False,True,False,False,False,4.7626461,-74.0286618
1634,COL LISA MEITNER                                                                                    ,True,True,True,True,False,False,False,4.762795,-74.0907143
